,Source,Sequence,Tweet,Date,Compound,Positive,Neutral,Negative
11,nytimes,12,"Breaking News: Andrés Manuel López Obrador, Mexico’s leftist presidential candidate, was handed a resounding victor… https://t.co/LwLjjdXOPN",Mon Jul 02 01:52:45 +0000 2018,0.0,0.0,1.0,0.0
12,nytimes,13,A South Carolina woman has been nicknamed Pool Patrol Paula after a widely shared video showed her accosting a blac… https://t.co/RW5BDuIJxl,Mon Jul 02 01:43:33 +0000 2018,0.34,0.124,0.876,0.0
13,nytimes,14,Man Faces Arson Charge in Connection With Colorado Wildfire https://t.co/a0EeYt2GkA,Mon Jul 02 01:26:49 +0000 2018,0.0,0.0,1.0,0.0
14,nytimes,15,"Did the earliest mammals retain their testicles, like elephants, or did they let their family jewels drop? https://t.co/WN4s8EFI9w",Mon Jul 02 01:24:18 +0000 2018,0.5267,0.243,0.664,0.093
15,nytimes,16,"Adrian Piper hasn’t set foot in the U.S. since 2006. In 2012, she “retired from being black.” https://t.co/faJwUuTbWw",Mon Jul 02 01:08:11 +0000 2018,0.0,0.0,1.0,0.0
16,nytimes,17,LeBron James Heading West in Deal With Lakers https://t.co/30Po9MOsHX,Mon Jul 02 00:50:49 +0000 2018,0.0,0.0,1.0,0.0
17,nytimes,18,"As Bolton Says North Korea Could Disarm in a Year, Reality Lags Promises https://t.co/SBaSLruGSE",Mon Jul 02 00:35:47 +0000 2018,0.0258,0.161,0.683,0.155
18,nytimes,19,"Scott Rogowsky hasn’t had a real vacation since last July. And even on Sundays, he can’t let down his ""HQties."" https://t.co/M0YNXSMwHl",Mon Jul 02 00:28:35 +0000 2018,0.0,0.0,1.0,0.0
19,nytimes,20,Immigrant families are being charged thousands of dollars in airfare to get children out of federally contracted mi… https://t.co/bLARuUROQn,Mon Jul 02 00:08:47 +0000 2018,-0.2023,0.0,0.909,0.091
20,nytimes,21,"San Francisco offers a case study of how high housing costs alter the economics of everything else, including resta… https://t.co/bPbxuxil1M",Sun Jul 01 23:52:21 +0000 2018,0.0,0.0,1.0,0.0
21,nytimes,22,"In more than 20 of the most competitive House races of 2018, the share of Democrats voting in primaries notably inc… https://t.co/Y7kFqS4WdP",Sun Jul 01 23:35:20 +0000 2018,0.4927,0.173,0.827,0.0
22,nytimes,23,Most of the victims of the suicide bombing in Jalalabad — including 17 of those killed — were from the minority Sik… https://t.co/W4WgW3kcnr,Sun Jul 01 23:18:42 +0000 2018,-0.9112,0.0,0.609,0.391
23,nytimes,24,"""France loves Simone Veil,"" President Macron said in tribute to the Holocaust survivor and women's rights champion… https://t.co/nTp9gNiST6",Sun Jul 01 23:00:06 +0000 2018,0.7351,0.279,0.721,0.0
24,nytimes,25,What is costs to be smuggled across the U.S. border https://t.co/OQlNxi8DB6 https://t.co/VcvM59UwTF,Sun Jul 01 22:45:37 +0000 2018,-0.3612,0.0,0.815,0.185
25,nytimes,26,"Meet the 26-year-old who writes @MTA alerts that tell subway riders of delays, and why they're happening https://t.co/BR6IgZet9S",Sun Jul 01 22:30:07 +0000 2018,0.0,0.0,1.0,0.0
26,nytimes,27,"The creators of an anonymous Instagram account called Diet Madison Avenue, which solicited reports of sexual miscon… https://t.co/9V7BFnycXC",Sun Jul 01 22:15:07 +0000 2018,0.0,0.0,1.0,0.0
27,nytimes,28,High schools across the country have pushed back this year against student journalists who have reported on sensiti… https://t.co/LXkZ5zyM9Q,Sun Jul 01 22:07:07 +0000 2018,0.0,0.0,1.0,0.0
28,nytimes,29,"11 members of a family were found dead at their home near New Delhi, most of them hanged from the ceiling, blindfol… https://t.co/Ikz1PrOP1D",Sun Jul 01 22:07:01 +0000 2018,-0.6486,0.0,0.83,0.17
29,nytimes,30,The Summer of Josh Brolin swelters on https://t.co/LM7h6Pzr7n,Sun Jul 01 22:06:55 +0000 2018,0.0,0.0,1.0,0.0
30,nytimes,31,"In Opinion

Op-Ed contributor Avi Klein writes, ""Shame is the emotional weapon that allows patriarchal behaviors to… https://t.co/KJ50k4r3hb",Sun Jul 01 22:06:39 +0000 2018,-0.5719,0.073,0.685,0.242
31,nytimes,32,"A grateful nation honors a great woman: The remains of Simone Veil, Holocaust survivor and women's rights champion,… https://t.co/u5nfezapvY",Sun Jul 01 21:24:10 +0000 2018,0.9169,0.498,0.502,0.0
32,nytimes,33,"Donald Ritchie, one of the world’s top ultrarunners, set more than a dozen records traversing distances better suit… https://t.co/bXaTKHFzQH",Sun Jul 01 21:00:05 +0000 2018,0.5719,0.227,0.773,0.0
33,nytimes,34,"Liliane Montevecchi, a French-born actress, singer and dancer, won a Tony Award for her showstopping role as the pr… https://t.co/eiYrXXcaXB",Sun Jul 01 20:53:37 +0000 2018,0.802,0.31,0.69,0.0
34,nytimes,35,"Croatia beat Denmark in the World Cup. Next they’ll face Russia, which defeated Spain on penalty kicks in a stunnin… https://t.co/kXOb1GVpcZ",Sun Jul 01 20:47:49 +0000 2018,-0.7269,0.0,0.747,0.253
35,nytimes,36,"At The Mount Sinai Hospital, therapists are working on normalizing life for young patients. Their creative treatmen… https://t.co/ksgNvamcwP",Sun Jul 01 20:45:07 +0000 2018,0.4404,0.146,0.854,0.0
36,nytimes,37,"Here comes the lottery of penalties. We’ll give you all the action, kick by kick. https://t.co/cpdn7wUDya",Sun Jul 01 20:36:31 +0000 2018,0.0,0.0,1.0,0.0
37,nytimes,38,Immigrant families are being charged thousands of dollars in airfare to get children out of federally contracted mi… https://t.co/BfaEQWbBdh,Sun Jul 01 20:30:09 +0000 2018,-0.2023,0.0,0.909,0.091
38,nytimes,39,"Here are the week’s top stories, and a look ahead https://t.co/GZBfnFOxdW",Sun Jul 01 20:15:05 +0000 2018,0.2023,0.167,0.833,0.0
39,nytimes,40,"“You get rid of ICE, you’re going to have a country that you’re going to be afraid to walk out of your house,” Pres… https://t.co/5uUvK0E6Iz",Sun Jul 01 20:07:04 +0000 2018,0.0,0.0,1.0,0.0
40,nytimes,41,Here are some ideas for what to cook this week https://t.co/IaAXTQXAec,Sun Jul 01 20:00:17 +0000 2018,0.0,0.0,1.0,0.0
41,nytimes,42,"The travel ban covering people from 7 countries, upheld by the Supreme Court, includes provisions for exceptions. B… https://t.co/xHm0x8GoEE",Sun Jul 01 19:45:05 +0000 2018,0.0,0.155,0.69,0.155
42,nytimes,43,A South Carolina woman has been nicknamed Pool Patrol Paula after a widely shared video showed her accosting a blac… https://t.co/00GDZrj3jM,Sun Jul 01 19:30:16 +0000 2018,0.34,0.124,0.876,0.0
43,nytimes,44,FEMA's temporary sheltering assistance program was scheduled to end Saturday night. For Puerto Rican families livin… https://t.co/BoSM4Yhfw8,Sun Jul 01 19:15:07 +0000 2018,0.0,0.0,1.0,0.0
44,nytimes,45,"“I’m not 20. I don’t want to be 20, but I’m really freaking cool. That’s what I think about when I’m posting a phot… https://t.co/dttTdmf1HM",Sun Jul 01 19:00:09 +0000 2018,-0.2223,0.122,0.688,0.19
45,nytimes,46,Thousands turned out Saturday to criticize the separation and detention of migrant families who crossed the border… https://t.co/iAlJLR9TrQ,Sun Jul 01 18:45:05 +0000 2018,-0.6249,0.0,0.758,0.242
46,nytimes,47,These photos from the World Cup group stage are missing one important element – the ball. See if you can guess wher… https://t.co/XYw0FsCb2j,Sun Jul 01 18:30:06 +0000 2018,-0.1027,0.075,0.833,0.092
47,nytimes,48,Denmark and Croatia are tied 1-1 early in the first half https://t.co/Gm4vrsM9xN,Sun Jul 01 18:19:15 +0000 2018,0.0,0.0,1.0,0.0
48,nytimes,49,"Keeping cool indoors? Here are the best movies and TV shows coming to Netflix, Amazon, Hulu and HBO in July. https://t.co/EALJnBYEy1",Sun Jul 01 18:15:04 +0000 2018,0.802,0.313,0.687,0.0
49,nytimes,50,5 people died and more than 200 were sickened in an outbreak of E. coli connected to romaine lettuce that started i… https://t.co/3weUXf8jOv,Sun Jul 01 18:00:06 +0000 2018,-0.7964,0.0,0.738,0.262
50,nytimes,51,"4 leaders in 5 years? In a challenging time for performing-arts organizations, Lincoln Center has been challenged b… https://t.co/jRLRI8T4tf",Sun Jul 01 17:45:07 +0000 2018,0.0516,0.094,0.824,0.082
51,nytimes,52,Dozens of candidates assassinated. Scores more intimidated into dropping their bids for elected office. Politicians… https://t.co/X8BPTjowhW,Sun Jul 01 17:30:02 +0000 2018,-0.4927,0.0,0.824,0.176
52,nytimes,53,"Senator Susan Collins, a moderate Maine Republican whose vote could prove decisive in filling the Supreme Court’s v… https://t.co/pW0oqKz25S",Sun Jul 01 17:15:08 +0000 2018,0.6705,0.256,0.744,0.0
53,nytimes,54,"Musicians who support the Boycott, Divestment and Sanctions movement to protest Israel are running into difficultie… https://t.co/LampIvpgn2",Sun Jul 01 17:00:04 +0000 2018,-0.1531,0.129,0.667,0.205
54,nytimes,55,"Russia was considered one of the weakest teams in the tournament, and Spain one of the favorites https://t.co/4SBUOszYKg",Sun Jul 01 16:46:37 +0000 2018,-0.128,0.127,0.724,0.149
55,nytimes,56,"When Humphrey Bogart and Ingrid Bergman kissed there in ""Casablanca,"" Rick's Cafe was not real. It is now. https://t.co/mTACoTwbmO",Sun Jul 01 16:45:07 +0000 2018,0.3818,0.126,0.874,0.0
56,nytimes,57,Russia defeated Spain in penalty kicks to advance to the quarterfinals of the 2018 World Cup https://t.co/cQ9XmYGkgv,Sun Jul 01 16:44:36 +0000 2018,-0.7269,0.0,0.711,0.289
57,nytimes,58,This World Cup knockout matchup between Spain and Russia — tied 1-1 — has gone to penalty kicks https://t.co/XnglP72NVv,Sun Jul 01 16:38:19 +0000 2018,-0.4588,0.0,0.842,0.158
58,nytimes,59,"They stood up and said #MeToo. But what happened after these women and men shared their long-secret stories? 

Here… https://t.co/EDhmiHNq9J",Sun Jul 01 16:30:03 +0000 2018,0.34,0.112,0.888,0.0
59,nytimes,60,"In 2011, Fox News gave Donald Trump a perch. Now as president, it’s his bullhorn, his safe haven and a talent pool… https://t.co/Nfv4BTaXvC",Sun Jul 01 16:15:06 +0000 2018,0.6908,0.231,0.769,0.0
60,nytimes,61,"Of the 9 injured in the mass stabbing, 6 were children https://t.co/QNoLxPF704",Sun Jul 01 16:00:14 +0000 2018,-0.4019,0.0,0.769,0.231
61,nytimes,62,"Extra time. Spain has struggled to find an attack and are tied with Russia, 1-1, in this World Cup knockout match https://t.co/xliPkgQDgU",Sun Jul 01 15:55:37 +0000 2018,-0.6705,0.0,0.784,0.216
62,nytimes,63,Thousands of Hong Kong residents marched to observe the 21st anniversary of the territory’s return to China from Br… https://t.co/2ngSPQ3YmS,Sun Jul 01 15:45:10 +0000 2018,0.0,0.0,1.0,0.0
63,nytimes,64,The death toll on was particularly high even in a country where deadly crashes are all too common https://t.co/3mpMP5qdzB,Sun Jul 01 15:30:11 +0000 2018,-0.5994,0.0,0.813,0.187
64,nytimes,65,President Trump said he “watched ICE liberate towns from the grasp of MS-13.” Here’s a fact-check. https://t.co/CGITaCnpdx,Sun Jul 01 15:15:06 +0000 2018,0.0,0.0,1.0,0.0
65,nytimes,66,Mexico's 4 presidential contenders have all offered themselves as the solution to the country’s myriad problems https://t.co/etA11q2Mgt,Sun Jul 01 15:00:12 +0000 2018,-0.1027,0.121,0.737,0.142
66,nytimes,67,"Russia tied the game with Spain, 1-1, on a penalty kick by Artem Dzyuba https://t.co/zngvmWqQMw",Sun Jul 01 14:45:17 +0000 2018,-0.4588,0.0,0.812,0.188
67,nytimes,68,"In Opinion

Op-Ed contributor Cleuci de Oliveira writes, ""Neymar’s words revealed the tricky, often contradictory w… https://t.co/4iOxWjm86k",Sun Jul 01 14:30:08 +0000 2018,-0.4588,0.0,0.789,0.211
68,nytimes,69,A record number of women won Nevada’s primaries in June. And there is now a possibility for the Legislature to have… https://t.co/kGhl03Sb8u,Sun Jul 01 14:20:07 +0000 2018,0.6124,0.217,0.783,0.0
69,nytimes,70,"A neighbor called the police on a 12-year-old boy mowing grass. “If they would have been four white children, the p… https://t.co/EsCFu5V4Fw",Sun Jul 01 14:10:02 +0000 2018,0.0,0.0,1.0,0.0
70,nytimes,71,California banning soda taxes? A new strategy by the soda industry is stunning some lawmakers. https://t.co/OvtLWZMxFK,Sun Jul 01 14:10:00 +0000 2018,0.3818,0.157,0.843,0.0
71,nytimes,72,11 Family Members Are Found Dead Near New Delhi https://t.co/UJ7WxoSCBb,Sun Jul 01 13:51:01 +0000 2018,-0.6486,0.0,0.677,0.323
72,nytimes,73,Canada’s reckoning with its treatment of Indigenous peoples has been ongoing. Hockey plays a role in celebrating th… https://t.co/hpoANkSVP8,Sun Jul 01 13:49:39 +0000 2018,0.6908,0.263,0.737,0.0
73,nytimes,74,Spain vs. Russia: World Cup 2018 Live https://t.co/9MuPvjKa1b,Sun Jul 01 13:33:08 +0000 2018,0.0,0.0,1.0,0.0
74,nytimes,75,"According to conventional wisdom, audiences for documentaries live on the coasts and vote Democratic. But these are… https://t.co/UY4VOveCY7",Sun Jul 01 13:27:36 +0000 2018,0.5267,0.167,0.833,0.0
75,nytimes,76,"20 people who stepped forward and said #MeToo told us, in their own words, what came after they spoke up.… https://t.co/zp91npQpLd",Sun Jul 01 13:10:05 +0000 2018,0.0,0.0,1.0,0.0
76,nytimes,77,Spain’s World Cup began in disarray after its coach was fired 24 hours before the tournament. Thanks to a mix of re… https://t.co/IhlbIUq4MC,Sun Jul 01 13:01:03 +0000 2018,-0.1779,0.109,0.755,0.136
77,nytimes,78,"In 2014, he left Columbia University for an ISIS camp in Syria. It was a mistake: “I was surrounded by emptiness,”… https://t.co/owtpb0mZnk",Sun Jul 01 12:43:22 +0000 2018,-0.34,0.0,0.893,0.107
78,nytimes,79,Atlantic City's decline was steep and painful. Can sports betting spur a turnaround on the Boardwalk? https://t.co/VyVcY0HmMm,Sun Jul 01 12:24:37 +0000 2018,-0.4404,0.0,0.838,0.162
79,nytimes,80,"More than 7,600 players have skated in the NHL in the 100 years of its history. Only about 80 have been of Indigeno… https://t.co/6gwTrGdv3o",Sun Jul 01 12:08:21 +0000 2018,0.0,0.0,1.0,0.0
80,nytimes,81,"U.S. politicians talk a lot about the importance of families, but their policies don't match up to their words https://t.co/m3bk8mHuWh",Sun Jul 01 11:52:12 +0000 2018,0.1901,0.089,0.911,0.0
81,nytimes,82,"A new version of the 1040 income tax form may be postcard-size, but smaller is not necessarily simpler https://t.co/dt8PdwPlRD",Sun Jul 01 11:34:04 +0000 2018,0.0,0.0,1.0,0.0
82,nytimes,83,The Call of the American Lotus https://t.co/dpduT2pcOx,Sun Jul 01 11:17:31 +0000 2018,0.0,0.0,1.0,0.0
83,nytimes,84,"""These Timehops have become a key part of the routine by which, each morning, I try to restore my sense of self"" https://t.co/IoK1ZCWfyY",Sun Jul 01 11:03:23 +0000 2018,0.296,0.099,0.901,0.0
84,nytimes,85,"Video from local Syrian activists showed crowds gathered at the border chanting ""Jordan, open the border!"" https://t.co/4UaIDiyg6V",Sun Jul 01 10:45:03 +0000 2018,0.0,0.0,1.0,0.0
85,nytimes,86,Encounters: Playboi Carti Conquers the Paris Runway https://t.co/KkC76vzqoT,Sun Jul 01 10:26:59 +0000 2018,0.0,0.0,1.0,0.0
86,nytimes,87,The United States Senate’s 3 black members introduced a bill that would make lynching a federal hate crime. https://t.co/7RWbnX2c3a,Sun Jul 01 10:26:57 +0000 2018,-0.6597,0.122,0.565,0.313
87,nytimes,88,These 2 goals from the first round of the World Cup stand out from the rest. Take a closer (much closer) look:… https://t.co/yTjlhgatPy,Sun Jul 01 10:09:37 +0000 2018,0.0,0.0,1.0,0.0
88,nytimes,89,“We’re not saying from this that urban areas are the solution to bumblebee declines or that urban areas are the ide… https://t.co/onBTbDrXFg,Sun Jul 01 09:51:08 +0000 2018,0.3182,0.099,0.901,0.0
89,nytimes,90,"Conservatives are “weaponizing the First Amendment” to justify unlimited campaign spending, discrimination and atta… https://t.co/oTlptsvf8H",Sun Jul 01 09:32:54 +0000 2018,0.0,0.0,1.0,0.0
90,nytimes,91,Do You Believe in Magic? I Do https://t.co/jINI6ZLX8G,Sun Jul 01 09:15:32 +0000 2018,0.0,0.0,1.0,0.0
91,nytimes,92,"There are 19 other House incumbents running for re-election this year, who, like Joseph Crowley, have not faced a p… https://t.co/SuxqLHgve5",Sun Jul 01 09:03:50 +0000 2018,0.3612,0.116,0.884,0.0
92,nytimes,93,You know that mix of pride and jealousy you feel when a friend excels at “your” thing? It's all about how you frame… https://t.co/lHs2fMcv6t,Sun Jul 01 08:45:45 +0000 2018,0.7783,0.299,0.625,0.076
93,nytimes,94,"In total, organizers anticipated more than 700 protests, in all 50 states and even internationally https://t.co/Tdk70hw00y",Sun Jul 01 08:28:02 +0000 2018,-0.2878,0.0,0.874,0.126
94,nytimes,95,Just be careful not to be overzealous https://t.co/4Avgf6p9Jb,Sun Jul 01 08:11:47 +0000 2018,0.1531,0.186,0.814,0.0
95,nytimes,96,Airline stopover programs can double your destinations--here's how to get the most out of them https://t.co/kWkjwu9ZmN,Sun Jul 01 07:53:19 +0000 2018,0.0,0.0,1.0,0.0
96,nytimes,97,"A guide to the World Cup, for those that know nothing about the World Cup https://t.co/O9aQp4QS58",Sun Jul 01 07:34:43 +0000 2018,0.0,0.0,1.0,0.0
97,nytimes,98,"For some people, beer is the perfect end to a workday. For the founders of Rise Products, it’s the start of a new w… https://t.co/yfzA9gs0n7",Sun Jul 01 07:16:21 +0000 2018,0.5719,0.144,0.856,0.0
98,nytimes,99,This item is the most frequently found type of trash littering our beaches. Can you guess what it is? https://t.co/uNVOQld6uR,Sun Jul 01 06:57:43 +0000 2018,0.0,0.0,1.0,0.0
99,nytimes,100,"Cristiano Ronaldo and Lionel Messi, 2 of the best soccer players in the world, were both eliminated from the World… https://t.co/sFJyB7YSYr",Sun Jul 01 06:39:30 +0000 2018,0.6369,0.181,0.819,0.0
